01-01-20,00:28:27,P 1,BDH-07,Voertuigbrand Toon Dupuisstraat,SGRAVH,159630
01-01-20,00:27:41,P 2,BDH-15,Liftopsluiting Galop,NOOTDP,155430
01-01-20,00:25:51,P 2,BDH-06,Buitenbrand afval/rommel Ambergeel,ZOETMR,155330
01-01-20,00:25:25,P 1,BDH-08,Buitenbrand berm/ruigte Laagveen,SGRAVH,156830
01-01-20,00:22:52,P 2,BDH-10,Liftopsluiting Drouwenstraat,SGRAVH,157730
01-01-20,00:22:12,P 1,BDH-09,Buitenbrand Brueghelstraat,SGRAVH,159635
01-01-20,00:20:25,P 1,BDH-09,Buitenbrand Zuiderzijde,SGRAVH,159630
01-01-20,00:19:50,P 1,BDH-09,Buitenbrand afval/rommel Amazonestraat Beetsstraat,SGRAVH,155630
01-01-20,00:19:08,P 2,BDH-05,Buitenbrand van Heurnstraat,VOORB,155130
01-01-20,00:18:16,P 1,BDH-08,Voertuigbrand Parallelweg Gabriel Metsustraat,SGRAVH,159632
01-01-20,00:17:27,P 1,BDH-11,Voertuigbrand Lau Mazirellaan,SGRAVH,157630
01-01-20,00:13:58,P 1,BDH-08,BR beheerssysteem OMS Haaglanden Megastore Van der Kunstraat,SGRAVH,159631
01-01-20,00:08:52,P 1,BDH-07,Voertuigbrand Korbootstraat Windasstraat,SGRAVH,157230
01-01-20,00:07:35,P 1,BDH-13,Buitenbrand afval/rommel Bussumsestraat,SGRAVH,157830
01-01-20,00:07:28,P 1,BDH-15,Buitenbrand container Alexanderlaan,RIJSZH,159636
01-01-20,00:03:44,P 1,BDH-05,Buitenbrand Debussystraat,DELFT,155530
01-01-20,00:02:31,P 1,BDH-08,Voertuigbrand Lauwersstraat,SGRAVH,159631
01-01-20,00:01:57,P 1,BDH-15,Voertuigbrand Middelwaard,ZOETMR,155230
01-01-20,00:00:35,P 2,BDH-06,Buitenbrand berm/ruigte van Deventerplein,VOORB,155130
01-01-20,00:00:05,P 1,BDH-12,Voertuigbrand Zilverpad,SGRAVH,157730
31-12-19,23:59:42,P 1,BDH-09,Voertuigbrand Van der Vennestraat,SGRAVH,156230
31-12-19,23:56:10,P 2,BDH-08,Buitenbrand afval/rommel Damasstraat,SGRAVH,159632
31-12-19,23:55:58,P 2,toch wel naar Buitenbrand afval/rommel Frits Diepenlaan,SGRAVH,155630
31-12-19,23:54:46,P 1,BDH-15,Buitenbrand afval/rommel Anjeliertuin,ZOETMR,155330
31-12-19,23:53:23,P 1,BDH-14,Buitenbrand Exloostraat,SGRAVH,157630
31-12-19,23:51:46,P 1,BDH-17,Buitenbrand Scott Joplinrode,ZOETMR,159637
31-12-19,23:50:05,P 1,BDH-17,Buitenbrand container Middelwaard,ZOETMR,159637
31-12-19,23:49:43,P 1,BDH-13,Voertuigbrand Middenstede Haardstede,SGRAVH,157730
31-12-19,23:46:22,P 1,BDH-15,Voertuigbrand Middelwaard,ZOETMR,155230
31-12-19,23:46:22,P 2,BDH-08,Buitenbrand afval/rommel Frits Diepenlaan,SGRAVH,155630
31-12-19,23:43:25,P 1,BDH-09,Buitenbrand Vijzelstraat,SGRAVH,157130
31-12-19,23:40:18,P 1,BDH-05,Brand bijgebouw (keet/schuurtje) Arendshorst HONSDK 156450 159591,156630,156430
31-12-19,23:39:54,P 2,BDH-07,Dienstverlening Burgemeester Hovylaan,SGRAVH,159630
31-12-19,23:39:14,P 1,BDH-10,Voertuigbrand Groningsestraat,SGRAVH,156530
31-12-19,23:36:56,P 1,BDH-08,Buitenbrand container Brueghelstraat,SGRAVH,157630
31-12-19,23:36:39,P 1,BDH-12,Buitenbrand afval/rommel Koppelstokstraat,SGRAVH,159633
31-12-19,23:35:59,P 2,BDH-07,Dienstverlening Burgemeester Hovylaan,SGRAVH,157130
31-12-19,23:34:54,P 2,BDH-11,Dienstverlening Burgemeester,Hovylaan,SGRAVH
